source	target	weight	resources
NFE2L2	MUC5AC	1.0	GEREDB
NFE2L2	PSMD4	1.0	GEREDB
NFE2L2	IKBKB	-1.0	GEREDB
NFE2L2	GSTM2	1.0	GEREDB
NFE2L2	PPARG	1.0	GEREDB
NFE2L2	NR0B2	1.0	GEREDB
NFIA	GSTP1	1.0	GEREDB
NFIA	GABRA6	1.0	GEREDB
NFIA	MT2A	1.0	GEREDB
NFIA	CEBPD	1.0	GEREDB
NFIB	STAT5A	1.0	GEREDB
NFIC	NFIA	1.0	GEREDB
NFIC	TGFB1	1.0	GEREDB
NFIC	STAT5A	1.0	GEREDB
NFIC	PCK2	-1.0	GEREDB
NFIC	TPO	1.0	GEREDB
NFIC	CNTN2	1.0	GEREDB
NFIC	HNF1A	1.0	GEREDB
NFIC	FOXM1	1.0	GEREDB
NFIC	NR3C1	1.0	GEREDB
NFIL3	BCL2L1	-1.0	GEREDB
NFIX	HGF	-1.0	GEREDB
NFKB1	MDM2	1.0	GEREDB
NFKB1	ATP12A	-1.0	GEREDB
NFKB1	CD4	-1.0	GEREDB
NFKB1	HLA-A	-1.0	GEREDB
NFKB1	CCL27	1.0	GEREDB
NFKB2	AIRE	1.0	GEREDB
NFKB2	B2M	1.0	GEREDB
NFKB2	IFNG	1.0	GEREDB
NFYA	GNRHR	1.0	GEREDB
NFYA	LEF1	1.0	GEREDB
NFYA	SDHC	1.0	GEREDB
NFYA	FDFT1	1.0	GEREDB
NFYA	FGF4	1.0	GEREDB
NFYA	CGA	1.0	GEREDB
NFYA	NOTCH1	1.0	GEREDB
NFYA	SDHD	1.0	GEREDB
NFYA	SDHB	1.0	GEREDB
NFYA	ZNF267	1.0	GEREDB
NFYB	ABO	1.0	GEREDB
NFYB	COL1A2	1.0	GEREDB
NFYB	CYC1	1.0	GEREDB
NFYB	COL5A3	1.0	GEREDB
NFYB	UQCRQ	1.0	GEREDB
NFYB	COL11A1	1.0	GEREDB
NFYB	GATA4	1.0	GEREDB
NFYC	NR3C2	-1.0	GEREDB
NKX2-1	NES	1.0	GEREDB
NKX2-1	HLA-A	1.0	GEREDB
NKX2-1	SFTPA2	1.0	GEREDB
NKX2-1	GH1	1.0	GEREDB
NKX2-1	ADCYAP1	1.0	GEREDB
NKX2-1	CCL11	1.0	GEREDB
NKX2-1	IL6	1.0	GEREDB
NKX2-1	CEBPA	1.0	GEREDB
NKX2-1	TGFB2	-1.0	GEREDB
NKX2-1	HHEX	1.0	GEREDB
NKX2-1	MDK	1.0	GEREDB
NKX2-1	NRP2	-1.0	GEREDB;Pavlidis2021
NKX2-1	FLT1	1.0	GEREDB
NKX2-1	PRL	1.0	GEREDB
NKX2-2	INS	1.0	GEREDB;Pavlidis2021
NKX2-2	NKX6-1	1.0	GEREDB
NKX2-2	PLP1	1.0	GEREDB
NKX2-2	SLIT1	1.0	GEREDB
NKX2-2	SULF1	1.0	GEREDB
NKX2-5	MYLK3	1.0	GEREDB
NKX2-5	ANK2	1.0	GEREDB
NKX2-5	E2F1	-1.0	GEREDB
NKX2-5	WT1	1.0	GEREDB
NKX2-6	MEF2A	1.0	GEREDB
NKX2-6	TUBB3	1.0	GEREDB
NKX2-6	GJA5	1.0	GEREDB
NKX3-1	SRF	1.0	GEREDB
NKX3-1	NKX3-2	1.0	GEREDB
NKX3-1	IGFBP3	1.0	GEREDB
NKX3-2	BMP4	1.0	GEREDB
NKX3-2	GDF5	1.0	GEREDB
NKX3-2	WNT5A	1.0	GEREDB
NKX6-2	IGF1	1.0	GEREDB
NONO	PGR	-1.0	GEREDB
NPAS1	ARNT	-1.0	GEREDB
NPAS1	ARNT2	-1.0	GEREDB
NR0B1	HSD3B1	-1.0	GEREDB
NR0B1	PPARGC1A	-1.0	GEREDB
NR0B2	CDX1	1.0	GEREDB
NR0B2	MMP9	1.0	GEREDB
NR0B2	HNF4G	-1.0	GEREDB
NR0B2	NR1I3	1.0	GEREDB
NR0B2	STRA8	1.0	GEREDB
NR0B2	SMAD7	-1.0	GEREDB
NR0B2	FOXO3	-1.0	GEREDB
NR0B2	ACTG2	-1.0	GEREDB
NR0B2	APOB	-1.0	GEREDB
NR0B2	FOXO4	-1.0	GEREDB
NR1D1	CRX	1.0	GEREDB
NR1D1	CDKN1A	-1.0	GEREDB
NR1D1	NRL	1.0	GEREDB
NR1D1	RORC	-1.0	GEREDB
NR1D2	APOC3	-1.0	GEREDB;NTNU.Curated
NR1H2	INS	1.0	GEREDB
NR1H2	PDX1	1.0	GEREDB
NR1H2	SLC2A2	1.0	GEREDB
NR1H2	GCK	1.0	GEREDB
NR1H2	AQP1	1.0	GEREDB
NR1H3	APOA1	1.0	GEREDB
NR1H3	LIPG	-1.0	GEREDB
NR1H3	LDLR	1.0	GEREDB
NR1H3	SCARB1	1.0	GEREDB
NR1H3	APOA2	1.0	GEREDB
NR1H3	PTGS2	-1.0	GEREDB
NR1H3	SCD5	1.0	GEREDB
NR1H3	F2RL3	1.0	GEREDB
NR1H4	TNF	-1.0	GEREDB
NR1H4	NR1H3	-1.0	GEREDB
NR1H4	NOS2	-1.0	GEREDB
NR1H4	MMP9	1.0	GEREDB
NR1H4	PTGS2	-1.0	GEREDB
NR1H4	PCK2	1.0	GEREDB
NR1H4	AKR1C2	1.0	GEREDB
NR1H4	TIMP2	-1.0	GEREDB
NR1H4	COL1A1	-1.0	GEREDB
NR1H4	ACTG2	-1.0	GEREDB
NR1H4	ABCA1	1.0	GEREDB
NR1H4	CRP	-1.0	GEREDB
NR1H4	FOXM1	1.0	GEREDB
NR1H4	ACACA	-1.0	GEREDB
NR1H4	MUC2	1.0	GEREDB
NR1H4	CDX2	1.0	GEREDB
NR1H4	IL2	-1.0	GEREDB
NR1H4	SDC1	1.0	GEREDB
NR1H4	PCSK9	-1.0	GEREDB
NR1H4	FETUB	1.0	GEREDB
NR1H4	PDK4	1.0	GEREDB
NR1H4	THRSP	-1.0	GEREDB
NR1H4	PKLR	-1.0	GEREDB
NR1H4	MTTP	-1.0	GEREDB
NR1H4	CD36	1.0	GEREDB
NR1I2	ABCA1	1.0	GEREDB
NR1I2	UGT1A6	1.0	GEREDB
NR1I2	ABCC3	1.0	GEREDB
NR1I2	SCP2	-1.0	GEREDB
NR1I2	ABCG2	1.0	GEREDB
NR1I2	SCARB1	1.0	GEREDB
NR1I2	IL2RA	-1.0	GEREDB
NR1I2	CYP2C18	1.0	GEREDB
NR1I2	SLC34A2	1.0	GEREDB
NR1I2	IFNG	-1.0	GEREDB
NR1I3	ABCC3	1.0	GEREDB
NR1I3	ABCC4	1.0	GEREDB
NR1I3	ABCC6	1.0	GEREDB
NR1I3	SLCO1B1	1.0	GEREDB
NR1I3	BDNF	1.0	GEREDB
NR1I3	ACOX1	1.0	GEREDB
NR1I3	CYP2C18	1.0	GEREDB
NR1I3	CTSE	1.0	GEREDB
NR2C1	NANOG	1.0	GEREDB;NTNU.Curated
NR2C1	MYC	1.0	GEREDB
NR2C2	CCNA1	-1.0	GEREDB
NR2C2	PPARA	-1.0	GEREDB
NR2E3	RS1	1.0	GEREDB
NR2F1	OPN1SW	-1.0	GEREDB
NR2F1	LAMC1	1.0	GEREDB
NR2F1	LAMB1	1.0	GEREDB
NR2F1	GATA4	1.0	GEREDB
NR2F1	GATA6	1.0	GEREDB
NR2F1	NRL	-1.0	GEREDB
NR2F1	HNF4A	1.0	GEREDB
NR2F2	PPARG	1.0	GEREDB
NR2F2	PGR	1.0	GEREDB
NR2F2	MYOD1	1.0	GEREDB
NR2F2	OPN1SW	-1.0	GEREDB
NR2F2	PCK2	1.0	GEREDB
NR2F2	ANGPT1	1.0	GEREDB
NR2F6	PER1	-1.0	GEREDB
NR3C1	FKBP5	1.0	GEREDB
NR3C1	FOXO1	1.0	GEREDB
NR3C1	ABCB1	1.0	GEREDB
NR3C1	TNF	-1.0	GEREDB
NR3C1	ABCG2	1.0	GEREDB
NR3C1	NR3C2	-1.0	GEREDB
NR3C1	MT1F	1.0	GEREDB
NR3C1	MMP3	-1.0	GEREDB
NR3C1	TGFB1	-1.0	GEREDB
NR3C1	ABCC2	1.0	GEREDB
NR3C1	GSTA2	-1.0	GEREDB
NR3C1	IRF8	1.0	GEREDB
NR3C1	IFNG	1.0	GEREDB
NR3C1	IGFBP3	1.0	GEREDB
NR3C1	LAD1	1.0	GEREDB
NR3C1	PRKCG	1.0	GEREDB
NR3C1	GCH1	-1.0	GEREDB
NR3C1	LPL	1.0	GEREDB
NR3C1	TNFRSF11B	1.0	GEREDB
NR3C1	FGG	1.0	GEREDB
NR3C1	TNFRSF11A	1.0	GEREDB
NR3C1	DHRS9	1.0	GEREDB
NR3C1	CCN2	1.0	GEREDB
NR3C1	TGFBR2	1.0	GEREDB
NR3C1	SFTPA1	-1.0	GEREDB
NR3C1	SLC2A1	1.0	GEREDB
NR3C1	TNFSF11	1.0	GEREDB
NR3C1	NR1D1	-1.0	GEREDB
NR3C1	CD40LG	1.0	GEREDB
NR3C1	GFAP	1.0	GEREDB
NR3C1	ALOX12	1.0	GEREDB
NR3C1	DHFR	1.0	GEREDB
NR3C1	CAV1	1.0	GEREDB
NR3C1	SERPINA6	-1.0	GEREDB
NR3C1	HPN	1.0	GEREDB
NR3C1	IL17A	1.0	GEREDB
NR3C1	LYZ	1.0	GEREDB
NR3C1	NOS2	-1.0	GEREDB
NR3C1	SHBG	1.0	GEREDB
NR3C1	FBXO32	1.0	GEREDB
NR3C1	AMACR	1.0	GEREDB
NR3C1	ART3	1.0	GEREDB
NR3C1	PIGR	1.0	GEREDB
NR3C1	REG1A	1.0	GEREDB
NR3C1	SLC1A2	1.0	GEREDB
NR3C1	SLC2A3	1.0	GEREDB
NR3C1	TGFB2	1.0	GEREDB
NR3C1	TGM1	1.0	GEREDB
NR3C1	TIMP1	1.0	GEREDB
NR3C1	CCR2	1.0	GEREDB
NR3C1	ADM	1.0	GEREDB
NR3C1	RHOB	1.0	GEREDB
NR3C1	ITGB2	1.0	GEREDB
NR3C1	KCNN2	1.0	GEREDB
NR3C1	MDK	-1.0	GEREDB
NR3C1	SERPINB5	1.0	GEREDB;NTNU.Curated
NR3C1	CCL5	-1.0	GEREDB
NR3C1	UCP1	-1.0	GEREDB
NR3C1	ASAH2	1.0	GEREDB
NR3C1	CTLA4	1.0	GEREDB
NR3C1	DPAGT1	1.0	GEREDB
NR3C1	EGFR	1.0	GEREDB
NR3C1	RARG	1.0	GEREDB
NR3C1	VDR	1.0	GEREDB
NR3C1	LCN2	1.0	GEREDB
NR3C2	AGT	1.0	GEREDB
NR3C2	TNF	1.0	GEREDB
NR3C2	SERPINE1	1.0	GEREDB
NR3C2	PTGS2	1.0	GEREDB
NR3C2	ACE	1.0	GEREDB
NR3C2	F13A1	1.0	GEREDB
NR3C2	NOS3	-1.0	GEREDB
NR3C2	IL6	1.0	GEREDB
NR3C2	NPPA	1.0	GEREDB
NR3C2	TGFB1	1.0	GEREDB
NR3C2	SCNN1G	1.0	GEREDB
NR3C2	GAS6	-1.0	GEREDB
NR3C2	LEP	1.0	GEREDB
NR3C2	OCLN	-1.0	GEREDB
NR3C2	GADD45A	1.0	GEREDB
NR3C2	CDKN1A	1.0	GEREDB
NR3C2	KCNN2	1.0	GEREDB
NR3C2	FN1	1.0	GEREDB
NR3C2	UCP1	-1.0	GEREDB
NR3C2	RARRES2	1.0	GEREDB
NR3C2	TJP1	-1.0	GEREDB
NR3C2	UCP3	-1.0	GEREDB
NR3C2	ADIPOQ	1.0	GEREDB
NR3C2	PGF	1.0	GEREDB
NR4A1	SREBF1	-1.0	GEREDB
NR4A1	IL6	-1.0	GEREDB
NR4A1	CCL2	-1.0	GEREDB
NR4A1	PFKM	1.0	GEREDB
NR4A1	CCL3	-1.0	GEREDB
NR4A1	UCP1	-1.0	GEREDB
NR4A1	FOXP1	1.0	GEREDB
NR4A1	HDAC1	1.0	GEREDB
NR4A1	FOXP3	1.0	GEREDB
NR4A1	KAT5	1.0	GEREDB
NR4A1	MMP1	-1.0	GEREDB
NR4A1	HDAC9	1.0	GEREDB
NR4A1	MMP9	-1.0	GEREDB
NR4A1	BCL2	1.0	GEREDB
NR4A2	CYP21A2	1.0	GEREDB
NR4A2	DDC	1.0	GEREDB
NR4A2	CDKN1C	1.0	GEREDB
NR4A2	SLC18A2	1.0	GEREDB
NR4A2	TNFSF10	1.0	GEREDB
NR4A2	CCL2	-1.0	GEREDB
NR4A2	IL6	-1.0	GEREDB
NR4A2	CCL3	-1.0	GEREDB
NR4A2	MMP3	-1.0	GEREDB
NR4A2	MMP9	-1.0	GEREDB
NR4A3	IL6	-1.0	GEREDB
NR4A3	CCL2	-1.0	GEREDB
NR4A3	IL1B	-1.0	GEREDB
NR4A3	CCL3	-1.0	GEREDB
NR5A1	CNR1	1.0	GEREDB
NR5A1	LTF	1.0	GEREDB
NR5A2	SAA1	-1.0	GEREDB
NR5A2	CYP17A1	1.0	GEREDB
NR5A2	DIAPH2	1.0	GEREDB
NR5A2	FGB	-1.0	GEREDB
NR5A2	DDC	1.0	GEREDB
NR5A2	SULF1	1.0	GEREDB
NR6A1	MOS	1.0	GEREDB
NRF1	UCP1	1.0	GEREDB
NRF1	ADIPOQ	1.0	GEREDB
NRF1	CIDEA	1.0	GEREDB
OLIG1	GFAP	-1.0	GEREDB
OLIG2	CDKN1B	1.0	GEREDB;Pavlidis2021
OLIG3	NEUROG1	1.0	GEREDB
ONECUT1	FOXA1	1.0	GEREDB
ONECUT1	INS	1.0	GEREDB
ONECUT2	ADA	1.0	GEREDB
OSR1	PAX2	1.0	GEREDB
OTP	SLC6A3	1.0	GEREDB
OTP	TH	1.0	GEREDB
OTX1	GH1	1.0	GEREDB
OTX1	CGA	1.0	GEREDB
OTX2	CRX	1.0	GEREDB
OTX2	MITF	1.0	GEREDB
PATZ1	TPSAB1	1.0	GEREDB
PATZ1	FGF4	1.0	GEREDB
PAX1	TGFB3	1.0	GEREDB
PAX2	SIX1	1.0	GEREDB
PAX2	WNT1	1.0	GEREDB
PAX2	PLAAT4	1.0	GEREDB
PAX2	PAX8	1.0	GEREDB
PAX3	FOXD3	1.0	GEREDB
PAX3	SOX10	1.0	GEREDB
PAX3	CXCL14	1.0	GEREDB
PAX3	PAX2	1.0	GEREDB
PAX3	VCAN	1.0	GEREDB
PAX3	ST8SIA4	1.0	GEREDB
PAX3	BAX	-1.0	GEREDB
PAX3	FOXG1	-1.0	GEREDB
PAX3	CDKN1B	-1.0	GEREDB
PAX3	SOSTDC1	1.0	GEREDB
PAX5	NOTCH1	-1.0	GEREDB
PAX5	CR1	1.0	GEREDB
PAX5	SDC1	-1.0	GEREDB
PAX6	SFRP2	1.0	GEREDB
PAX6	SFRP1	1.0	GEREDB
PAX6	IRX3	1.0	GEREDB
PAX6	CDH4	1.0	GEREDB
PAX6	TNC	1.0	GEREDB
PAX6	NKX2-1	1.0	GEREDB
PAX6	SLIT1	1.0	GEREDB
PAX6	CNBP	1.0	GEREDB
PAX6	SULF1	1.0	GEREDB
PAX6	SIX6	1.0	GEREDB
PAX6	TCF4	1.0	GEREDB
PAX6	DKK1	1.0	GEREDB
PAX6	CTNND1	1.0	GEREDB
PAX6	FUT9	1.0	GEREDB
PAX6	FOXE3	1.0	GEREDB
PAX6	GH1	1.0	GEREDB
PAX6	MAB21L1	1.0	GEREDB
PAX7	ID2	1.0	GEREDB
PAX8	FOXE1	1.0	GEREDB
PAX8	PPARG	1.0	GEREDB
PAX8	DUOX2	-1.0	GEREDB
PAX8	VEGFA	1.0	GEREDB
PAX8	HLA-A	1.0	GEREDB
PAX9	BCL2	1.0	GEREDB
PBX1	ANXA5	1.0	GEREDB
PBX1	RUNX2	-1.0	GEREDB
PDX1	CTNNB1	-1.0	GEREDB
PDX1	CCNA2	1.0	GEREDB
PDX1	SSTR1	1.0	GEREDB
PDX1	SYT1	1.0	GEREDB
PDX1	VEGFA	-1.0	GEREDB
PDX1	CLU	1.0	GEREDB
PDX1	AFP	1.0	GEREDB
PGR	STAT5A	1.0	GEREDB
PGR	SPP1	1.0	GEREDB
PGR	ACTG2	1.0	GEREDB
PGR	LTF	-1.0	GEREDB
PGR	LHCGR	1.0	GEREDB
PGR	NR3C2	1.0	GEREDB
PGR	SNAP25	1.0	GEREDB
PGR	ITGA6	1.0	GEREDB
PGR	MBP	1.0	GEREDB
PGR	RB1	1.0	GEREDB
PGR	ADCYAP1	1.0	GEREDB
PGR	JUNB	-1.0	GEREDB
PGR	SLC5A1	1.0	GEREDB
PGR	TFF1	-1.0	GEREDB
PGR	TIMP3	1.0	GEREDB
PGR	VCAM1	-1.0	GEREDB
PGR	FOSL1	-1.0	GEREDB
PGR	RGCC	1.0	GEREDB
PGR	PARP1	1.0	GEREDB
PGR	CTSV	1.0	GEREDB
PGR	OGG1	1.0	GEREDB
PGR	S100G	1.0	GEREDB
PGR	PAPPA	1.0	GEREDB
PGR	COMT	1.0	GEREDB
PGR	GSTM2	1.0	GEREDB
PGR	PIBF1	1.0	GEREDB
PGR	GAPDH	-1.0	GEREDB
PGR	CYP1A1	1.0	GEREDB
PGR	SERPINE1	1.0	GEREDB
PGR	PLA2G4A	-1.0	GEREDB
PGR	GIP	1.0	GEREDB
PGR	VDR	1.0	GEREDB
PGR	GFAP	1.0	GEREDB
PGR	GH1	1.0	GEREDB
PGR	ACP3	1.0	GEREDB
PGR	LCP1	1.0	GEREDB
PGR	CCN1	1.0	GEREDB
PGR	STRA6	1.0	GEREDB
PGR	CRABP2	1.0	GEREDB
PGR	CDK2AP1	1.0	GEREDB
PHOX2B	ISL1	1.0	GEREDB
PHOX2B	PAX6	-1.0	GEREDB
PHOX2B	OLIG2	-1.0	GEREDB
PITX1	SHROOM3	1.0	GEREDB
PITX2	LEFTY2	1.0	GEREDB
PITX2	SP7	-1.0	GEREDB
PITX2	TBX6	-1.0	GEREDB
PITX2	KRT17	1.0	GEREDB
PITX2	SOX17	1.0	GEREDB
PITX2	RHOA	1.0	GEREDB
PITX2	TBX5	-1.0	GEREDB
PITX2	KRT16	1.0	GEREDB
PITX2	GSC	1.0	GEREDB
PITX2	TBX2	-1.0	GEREDB
PITX2	MYH9	1.0	GEREDB
PITX2	RAC1	1.0	GEREDB
PITX2	TCF21	1.0	GEREDB
PITX2	TRIO	1.0	GEREDB
PITX3	KLHL1	1.0	GEREDB
PITX3	NES	-1.0	GEREDB
PITX3	SOX2	-1.0	GEREDB
PKNOX1	HOXB2	1.0	GEREDB
PKNOX1	GATA1	1.0	GEREDB
PKNOX1	PAX3	-1.0	GEREDB
PKNOX1	BCL2L1	1.0	GEREDB
PKNOX1	ALDH1A2	1.0	GEREDB
PLAG1	CTNNB1	1.0	GEREDB
PLAGL1	CDKN1C	1.0	GEREDB
POU1F1	CASP3	1.0	GEREDB
POU1F1	LEP	1.0	GEREDB
POU2F1	POU2F2	1.0	GEREDB
POU2F1	SELE	-1.0	GEREDB
POU2F1	HBB	1.0	GEREDB
POU2F1	ATP6V1E1	1.0	GEREDB
POU2F1	LEP	1.0	GEREDB
POU2F1	FGFR2	1.0	GEREDB
POU2F1	PAX3	1.0	GEREDB
POU2F2	CSN2	1.0	GEREDB
POU2F3	KRT10	1.0	GEREDB
POU3F1	EGR2	1.0	GEREDB
POU3F1	MMP9	-1.0	GEREDB
POU3F2	KITLG	1.0	GEREDB
POU3F2	EGR2	1.0	GEREDB
POU3F2	TDO2	1.0	GEREDB
POU3F3	EGR2	1.0	GEREDB
POU3F4	POU5F1	-1.0	GEREDB
POU4F1	POU4F3	1.0	GEREDB
POU4F1	TH	1.0	GEREDB
POU4F2	SHH	1.0	GEREDB
POU4F2	NR4A2	-1.0	GEREDB
POU4F2	EOMES	1.0	GEREDB
POU4F2	MSTN	1.0	GEREDB
POU5F1	MMP9	1.0	GEREDB
POU5F1	MMP13	1.0	GEREDB
POU5F1	ZIC3	1.0	GEREDB
POU5F1	NES	-1.0	GEREDB
POU5F1	SLC22A3	-1.0	GEREDB
PPARG	PPARA	1.0	GEREDB
PPARA	PPARG	1.0	GEREDB
PPARA	ACOT2	1.0	GEREDB
PPARA	SLC15A1	1.0	GEREDB
PPARA	HMGCR	1.0	GEREDB
PPARA	CCL2	1.0	GEREDB
PPARA	UCP2	1.0	GEREDB
PPARA	CAT	1.0	GEREDB
PPARA	EHHADH	1.0	GEREDB
PPARA	TSPO	-1.0	GEREDB
PPARA	CXCL8	1.0	GEREDB
PPARA	NPC1	1.0	GEREDB
PPARA	FOS	-1.0	GEREDB
PPARA	SLC2A2	1.0	GEREDB
PPARA	SLC22A3	1.0	GEREDB
PPARA	NR1I3	1.0	GEREDB
PPARA	ABCB4	1.0	GEREDB;NTNU.Curated
PPARA	CYP4A22	1.0	GEREDB
PPARA	CYBA	-1.0	GEREDB
PPARA	CASP3	-1.0	GEREDB
PPARA	IL4	1.0	GEREDB
PPARA	ITGB5	-1.0	GEREDB
PPARA	HSD17B4	1.0	GEREDB
PPARA	CSN2	-1.0	GEREDB
PPARA	SLC16A7	1.0	GEREDB
PPARA	IL10	1.0	GEREDB
PPARA	PCSK9	-1.0	GEREDB
PPARA	ELOVL1	1.0	GEREDB
PPARA	ALDH3A2	1.0	GEREDB
PPARA	AGTR1	1.0	GEREDB
PPARA	CX3CL1	-1.0	GEREDB
PPARA	IL5	1.0	GEREDB
PPARA	FDPS	1.0	GEREDB
PPARA	CYP4F12	-1.0	GEREDB
PPARA	IL17A	-1.0	GEREDB
PPARA	BSG	-1.0	GEREDB
PPARA	CASP2	1.0	GEREDB
PPARA	KCNIP2	-1.0	GEREDB
PPARA	CPOX	1.0	GEREDB
PPARA	AQP7	1.0	GEREDB
PPARA	PCSK5	1.0	GEREDB
PPARA	LDLR	1.0	GEREDB;NTNU.Curated
PPARA	PRKAA1	1.0	GEREDB
PPARA	SLC22A1	1.0	GEREDB
PPARA	CYP27B1	-1.0	GEREDB
PPARA	TLR2	1.0	GEREDB
PPARA	UROD	1.0	GEREDB
PPARA	CYP4X1	1.0	GEREDB
PPARA	NKX6-1	1.0	GEREDB
PPARA	ACOT13	1.0	GEREDB
PPARA	ACE	1.0	GEREDB
PPARA	MYL7	1.0	GEREDB
PPARA	CCNB1	-1.0	GEREDB
PPARA	ABCC1	-1.0	GEREDB
PPARA	MAFA	1.0	GEREDB
PPARA	ALAD	1.0	GEREDB
PPARA	PPOX	1.0	GEREDB
PPARA	CCL5	1.0	GEREDB
PPARA	APP	1.0	GEREDB
PPARA	TLR4	-1.0	GEREDB
PPARA	UROS	1.0	GEREDB
PPARA	BAX	1.0	GEREDB
PPARA	FURIN	1.0	GEREDB
PPARA	FOXP3	1.0	GEREDB
PPARD	PDPK1	1.0	GEREDB
PPARD	ILK	1.0	GEREDB
PPARD	PPARA	1.0	GEREDB;NTNU.Curated
PPARD	PPARG	1.0	GEREDB
PPARD	FN1	1.0	GEREDB
PPARD	CTSE	1.0	GEREDB
PPARD	INS	-1.0	GEREDB
PPARD	F3	-1.0	GEREDB
PPARD	CD36	1.0	GEREDB
PPARD	ACOX1	1.0	GEREDB
PPARD	FABP4	1.0	GEREDB
PPARD	CCL2	-1.0	GEREDB
PPARD	SLC2A1	-1.0	GEREDB
PPARD	VCAM1	-1.0	GEREDB
PPARD	BCL2L1	1.0	GEREDB
PPARD	SREBF1	-1.0	GEREDB
PPARD	UCP1	1.0	GEREDB
PPARD	ACSL6	1.0	GEREDB
PPARD	ACADL	1.0	GEREDB
PPARD	TWIST1	1.0	GEREDB
PPARD	CEBPB	1.0	GEREDB
PPARD	APOM	-1.0	GEREDB
PPARD	SOD2	1.0	GEREDB
PPARD	CRYBA1	1.0	GEREDB
PPARD	CNR1	1.0	GEREDB
PPARD	IHH	-1.0	GEREDB
PPARD	BCL2	1.0	GEREDB
PPARD	SCARB2	1.0	GEREDB
PPARD	FASN	-1.0	GEREDB
PPARD	UBC	1.0	GEREDB
PPARD	ACACA	-1.0	GEREDB
PPARD	MYOD1	-1.0	GEREDB
PPARD	PTK2	-1.0	GEREDB
PPARD	RGS4	1.0	GEREDB
PPARD	ANGPT1	1.0	GEREDB
PPARD	IL17A	-1.0	GEREDB
PPARD	RAB9A	1.0	GEREDB
PPARD	APOB	-1.0	GEREDB
PPARD	ACTG2	-1.0	GEREDB
PPARD	GPAM	1.0	GEREDB
PPARD	IL6	-1.0	GEREDB
PPARD	GPAT4	1.0	GEREDB
PPARG	HSD11B1	-1.0	GEREDB
PPARG	MMP2	-1.0	GEREDB
PPARG	FAS	1.0	GEREDB
PPARG	CCR2	-1.0	GEREDB
PPARG	CCL2	-1.0	GEREDB
PPARG	LEPR	1.0	GEREDB
PPARG	PTPN11	-1.0	GEREDB
PPARG	NDRG1	1.0	GEREDB
PPARG	CX3CR1	-1.0	GEREDB
PPARG	ABCG1	1.0	GEREDB
PPARG	GSTA2	1.0	GEREDB
PPARG	SCD	1.0	GEREDB
PPARG	IGF1	-1.0	GEREDB
PPARG	MRC1	1.0	GEREDB
PPARG	FABP1	1.0	GEREDB
PPARG	STAT3	-1.0	GEREDB
PPARG	DGAT1	1.0	GEREDB
PPARG	CD1A	1.0	GEREDB
PPARG	IRS1	1.0	GEREDB
PPARG	APP	-1.0	GEREDB
PPARG	NFKBIA	1.0	GEREDB
PPARG	IL5	-1.0	GEREDB
PPARG	PDK4	-1.0	GEREDB
PPARG	MTTP	1.0	GEREDB
PPARG	MSR1	-1.0	GEREDB
PPARG	GPIHBP1	1.0	GEREDB
PPARG	ARRDC3	1.0	GEREDB
PPARG	SOD2	1.0	GEREDB
PPARG	STAT5A	-1.0	GEREDB
PPARG	GPX3	1.0	GEREDB
PPARG	HSPA1A	1.0	GEREDB
PPARG	PLIN5	1.0	GEREDB
PPARG	KL	1.0	GEREDB
PPARG	ACTG2	-1.0	GEREDB
PPARG	AQP7	1.0	GEREDB
PPARG	MMP13	-1.0	GEREDB;NTNU.Curated
PPARG	CFD	-1.0	GEREDB
PPARG	CXCL11	-1.0	GEREDB
PPARG	SLC9A3	1.0	GEREDB
PPARG	TBXA2R	-1.0	GEREDB;NTNU.Curated
PPARG	APOA1	1.0	GEREDB
PPARG	UPK2	1.0	GEREDB
PPARG	SLC27A4	1.0	GEREDB
PPARG	CD14	1.0	GEREDB
PPARG	CYBA	-1.0	GEREDB
PPARG	CSN2	-1.0	GEREDB
PPARG	CCR7	-1.0	GEREDB
PPARG	FLG	1.0	GEREDB
PPARG	CGB8	1.0	GEREDB
PPARG	PDGFRA	-1.0	GEREDB
PPARG	NFATC1	-1.0	GEREDB
PPARG	LORICRIN	1.0	GEREDB
PPARG	AQP1	1.0	GEREDB
PPARG	DDAH2	1.0	GEREDB
PPARG	AR	-1.0	GEREDB
PPARG	PCNA	-1.0	GEREDB;NTNU.Curated
PPARG	ADAMTS4	-1.0	GEREDB
PPARG	CD44	1.0	GEREDB
PPARG	CYP2J2	1.0	GEREDB
PPARG	PAPPA	1.0	GEREDB
PPARG	UPK1A	1.0	GEREDB
PPARG	PPARGC1B	1.0	GEREDB
PPARG	APOA2	1.0	GEREDB
PPARG	COL3A1	-1.0	GEREDB
PPARG	PON2	-1.0	GEREDB
PPARG	CYP26B1	1.0	GEREDB
PPARG	ALOXE3	1.0	GEREDB
PPARG	S100A12	-1.0	GEREDB
PPARG	CCL3	-1.0	GEREDB
PPARG	TYR	1.0	GEREDB
PPARG	UPK3A	1.0	GEREDB
PPARG	GSTZ1	1.0	GEREDB
PPARG	CD69	1.0	GEREDB
PPARG	PDGFRB	1.0	GEREDB
PPARG	IGFBP1	1.0	GEREDB
PPARG	ACE	1.0	GEREDB
PPARG	ASS1	1.0	GEREDB
PPARG	G6PC1	1.0	GEREDB
PPARG	MYOG	-1.0	GEREDB
PPARG	S100A2	1.0	GEREDB
