source	target	weight	resources
HAND2	ACAN	-1.0	GEREDB
HAND2	SLC18A3	-1.0	GEREDB
HAND2	COL2A1	-1.0	GEREDB
HAND2	MSX1	1.0	GEREDB
SOX9	HAND2	1.0	Pavlidis2021
HAND2	SOX9	-1.0	GEREDB
HAND2	IL6	1.0	GEREDB
HAND2	GJA5	1.0	GEREDB
HBP1	H1-0	1.0	GEREDB
HES1	DLL1	-1.0	GEREDB
HES1	PRNP	-1.0	GEREDB
HES1	IL6	1.0	GEREDB;Pavlidis2021
HES1	SPP1	1.0	GEREDB
HES1	PRDM16	1.0	GEREDB
HES3	HES1	-1.0	GEREDB
HES6	HES5	-1.0	GEREDB
HES6	MSC	-1.0	GEREDB
HEY1	RUNX2	1.0	GEREDB
HEY1	ID1	-1.0	GEREDB
HEY1	ACAN	-1.0	GEREDB
HEY1	SLC6A3	-1.0	GEREDB
HEY1	IL6	-1.0	GEREDB
HEY2	SMTN	-1.0	GEREDB
HEYL	SMTN	-1.0	GEREDB
HEYL	HEY2	-1.0	GEREDB
HEYL	HEY1	-1.0	GEREDB
HHEX	ACTA2	1.0	GEREDB
HHEX	NOS2	-1.0	GEREDB
HHEX	PKLR	1.0	GEREDB
HHEX	TLE4	-1.0	GEREDB
HHEX	CER1	-1.0	GEREDB
HIF1A	HSPA1A	1.0	GEREDB
HIF1A	MMP1	1.0	GEREDB
HIF1A	SLC11A1	1.0	GEREDB
HIF1A	VEGFC	1.0	GEREDB
HIF1A	ANGPT4	1.0	GEREDB
HIF1A	NDRG2	1.0	GEREDB
HIF1A	CEBPA	-1.0	GEREDB
HIF1A	SPP1	1.0	GEREDB
HIF1A	DDIT4	1.0	DoRothEA-A;GEREDB
HIF1A	MSH6	-1.0	GEREDB
HIF1A	MSH2	-1.0	GEREDB
HIF1A	EPOR	1.0	GEREDB
HIF1A	MMP9	1.0	GEREDB
HIF1A	CDKN1B	1.0	GEREDB
HIF1A	COX4I1	1.0	GEREDB
HIF1A	KCNA5	-1.0	GEREDB
HIF1A	CTSD	1.0	GEREDB
HIF1A	ANGPT1	-1.0	GEREDB
HIF1A	MLH1	1.0	GEREDB
HIF1A	FN1	1.0	GEREDB
HIF1A	MXI1	1.0	GEREDB
HIF1A	SLC34A1	1.0	GEREDB
HIF1A	HS2ST1	1.0	GEREDB
HIF1A	ITGA5	1.0	GEREDB
HIF1A	FOXP3	1.0	GEREDB
HIF1A	HDC	1.0	GEREDB
HIF1A	LCT	1.0	GEREDB
HIF1A	SLC9A1	1.0	GEREDB
HIF1A	HBB	1.0	GEREDB
HIF1A	AQP4	1.0	GEREDB
HIF1A	AQP9	1.0	GEREDB
HIF1A	BCL2L1	1.0	GEREDB
HIF1A	CDKN1C	1.0	GEREDB
HIF1A	HDAC2	1.0	GEREDB
HIF1A	ESR2	1.0	GEREDB
HIF1A	ANGPTL4	1.0	GEREDB
HIF1A	ABCC9	1.0	GEREDB
HIF1A	IL4	1.0	GEREDB
HIF1A	IL10	1.0	GEREDB
HIF1A	MMP3	1.0	GEREDB
HIF1A	MMP17	1.0	GEREDB
HIF1A	PDK3	1.0	GEREDB
HIF1A	S100A11	1.0	GEREDB
HIF1A	COL2A1	1.0	GEREDB
HIF1A	BIRC3	1.0	GEREDB
HIF1A	CD151	-1.0	GEREDB
HIF1A	IL20	1.0	GEREDB
HIF1A	KCNJ8	1.0	GEREDB
HIF1A	UCN3	1.0	GEREDB
HIF1A	THBS1	1.0	GEREDB
HIF1A	POLM	1.0	GEREDB
HIF1A	ACKR3	1.0	GEREDB
HIF1A	SENP1	-1.0	GEREDB
HIF1A	SMAD4	1.0	GEREDB
HIF1A	APC	-1.0	GEREDB
HIF1A	BNIP3L	1.0	DoRothEA-A;GEREDB
HIF1A	GATA4	1.0	GEREDB
HIF3A	VEGFA	-1.0	GEREDB
HIVEP1	SOX9	-1.0	GEREDB
HIVEP2	SP7	1.0	GEREDB
HIVEP3	IL2	1.0	GEREDB
HIVEP3	RUNX2	1.0	GEREDB
HIVEP3	TNF	1.0	GEREDB
HLF	TLE6	1.0	GEREDB
HLF	TLE2	1.0	GEREDB
HLX	IFNG	1.0	GEREDB
HLX	CD24	1.0	GEREDB
HMGA1	PSEN2	1.0	GEREDB
HMGA1	GATA1	1.0	GEREDB;NTNU.Curated
HMGA1	CDC6	1.0	GEREDB
HMGA1	IL15	1.0	GEREDB
HMGA2	JUNB	1.0	GEREDB
HMGA2	FOSL1	1.0	GEREDB
HMGA2	TSC2	1.0	GEREDB
HMGA2	CDKN2A	-1.0	GEREDB
HMX3	HMX1	1.0	GEREDB
HMX3	HMX2	1.0	GEREDB
HNF1A	PTPN6	1.0	GEREDB
HNF1A	RUNX2	1.0	GEREDB
HNF1A	UCP2	1.0	GEREDB
HNF1A	OGDH	-1.0	GEREDB
HNF1A	GATA3	1.0	GEREDB
HNF1A	IFNG	1.0	GEREDB
HNF1A	TNF	1.0	GEREDB
HNF1A	F8	1.0	GEREDB
HNF1A	SLC26A3	1.0	GEREDB
HNF1A	SERPINA7	1.0	GEREDB
HNF1A	ALDH3A1	1.0	GEREDB
HNF1A	CTNNB1	1.0	GEREDB
HNF1B	PDX1	1.0	GEREDB
HNF1B	EGR2	1.0	GEREDB
HNF1B	SOX9	1.0	GEREDB
HNF4A	SLC9A3R1	1.0	GEREDB
HNF4A	SLC22A1	1.0	GEREDB
HNF4A	F11	1.0	GEREDB
HNF4A	ALDH3A1	1.0	GEREDB
HNF4A	OCLN	1.0	GEREDB
HNF4A	CLDN6	1.0	GEREDB
HNF4A	CPS1	-1.0	GEREDB
HNF4A	CLDN7	1.0	GEREDB
HNF4G	AGT	1.0	GEREDB
HNF4G	HNF1A	1.0	GEREDB
HNF4G	APOC3	1.0	GEREDB
HNF4G	HSD17B7	1.0	GEREDB
HOXA1	GRB2	1.0	GEREDB
HOXA1	CDH6	1.0	GEREDB
HOXA1	SOX17	-1.0	GEREDB
HOXA1	LAMB1	1.0	GEREDB
HOXA10	PTGER4	1.0	GEREDB
HOXA10	PTGER3	1.0	GEREDB
HOXA10	CCNB2	1.0	GEREDB
HOXA10	PRL	-1.0	GEREDB
HOXA10	CAPN5	1.0	GEREDB
HOXA10	CDK1	1.0	GEREDB
HOXA11	COL3A1	1.0	GEREDB
HOXA11	MMP2	-1.0	GEREDB
HOXA11	MYOD1	-1.0	GEREDB
HOXA11	TP53	-1.0	GEREDB
HOXA13	EPHA3	1.0	GEREDB
HOXA13	BMP7	1.0	GEREDB
HOXA13	FGF8	1.0	GEREDB
HOXA13	SALL1	-1.0	GEREDB
HOXA13	EPHA4	-1.0	GEREDB
HOXA13	HOXA11	-1.0	GEREDB
HOXA13	SALL3	-1.0	GEREDB
HOXA2	BMP4	-1.0	GEREDB
HOXA2	BARX1	-1.0	GEREDB
HOXA2	MSX1	-1.0	GEREDB
HOXA2	NKX3-2	-1.0	GEREDB
HOXA3	GATA2	1.0	GEREDB
HOXA4	ITGB1	1.0	GEREDB
HOXA5	HOXA4	-1.0	GEREDB
HOXA4	HOXA5	1.0	GEREDB
HOXA5	THBS2	1.0	GEREDB
HOXA5	DST	1.0	GEREDB
HOXA5	PAX1	1.0	GEREDB
HOXA7	MEIS1	1.0	GEREDB
HOXA7	EGFR	1.0	GEREDB
HOXA9	BRCA1	1.0	GEREDB
HOXA9	MYB	1.0	GEREDB
HOXA9	IGF1R	1.0	GEREDB
HOXB1	HOXB2	1.0	GEREDB
HOXB1	GATA3	1.0	GEREDB
HOXB1	GATA2	1.0	GEREDB
HOXB3	NKX2-1	1.0	GEREDB
HOXB4	ITGA2B	1.0	GEREDB
HOXB4	AXIN1	1.0	GEREDB
HOXB4	CASP8AP2	1.0	GEREDB
HOXB4	ITGB3	1.0	GEREDB
HOXB5	TNC	1.0	GEREDB
HOXB7	TNFRSF11B	1.0	GEREDB
HOXB9	CXCL8	1.0	GEREDB
HOXB9	VEGFA	1.0	GEREDB
HOXB9	ANGPTL2	1.0	GEREDB
HOXB9	FGF2	1.0	GEREDB
HOXC4	CD14	1.0	GEREDB
HOXC6	FGFR2	1.0	GEREDB
HOXC6	PDGFRA	1.0	GEREDB
HOXC6	ISL1	1.0	GEREDB
HOXC8	DST	1.0	GEREDB
HOXC8	NCAM1	1.0	GEREDB
HOXC9	HOXC8	1.0	GEREDB
HOXD11	SHH	1.0	GEREDB
HOXD13	EPHA3	-1.0	GEREDB
HOXD13	EPHA4	-1.0	GEREDB
HOXD13	SALL3	-1.0	GEREDB
HOXD13	SALL1	-1.0	GEREDB
HOXD3	MMP2	1.0	GEREDB
HOXD3	ITGA3	1.0	GEREDB
HOXD8	PROX1	1.0	GEREDB
PROX1	HOXD8	1.0	GEREDB
HOXD8	ANGPT2	1.0	GEREDB
HSF1	HSF2	1.0	GEREDB
HSF1	PHLDA1	1.0	GEREDB
HSF1	SLC22A5	1.0	GEREDB
HSF1	LEFTY2	1.0	GEREDB
HSF1	KCNA5	1.0	GEREDB
HSF1	ATF3	1.0	GEREDB
HSF1	PDZD2	1.0	GEREDB
HSF1	HSPB2	1.0	GEREDB
HSF4	LIF	-1.0	GEREDB
HSF4	HSP90AA1	1.0	GEREDB
ID1	TJP1	-1.0	GEREDB
ID1	SERPINE1	1.0	GEREDB
ID1	MMP9	1.0	GEREDB
ID1	CTNNB1	1.0	GEREDB
ID1	ITGA4	1.0	GEREDB
ID1	PCGF2	1.0	GEREDB
ID1	BMI1	1.0	GEREDB
ID2	AICDA	-1.0	GEREDB
ID2	CDH5	1.0	GEREDB
ID2	POMC	-1.0	GEREDB
ID2	CSH1	-1.0	GEREDB
IKZF1	SELL	1.0	GEREDB
IKZF1	FLT3	1.0	GEREDB
IKZF1	IL7R	1.0	GEREDB
IKZF1	KIT	1.0	GEREDB
IKZF1	RUNX1	1.0	GEREDB
IKZF1	PENK	1.0	GEREDB
IKZF3	AICDA	1.0	GEREDB
IRF1	BIRC5	-1.0	GEREDB
IRF1	PLAAT3	1.0	GEREDB
IRF1	CASP9	1.0	GEREDB
IRF1	AKT1	-1.0	GEREDB
IRF1	NOS3	-1.0	GEREDB
IRF1	IL18BP	1.0	GEREDB
IRF1	GPT	1.0	GEREDB
IRF1	SERPINB6	1.0	GEREDB
IRF1	C1R	1.0	GEREDB
IRF1	BCL2L2	-1.0	GEREDB
IRF2	ITGA2B	1.0	GEREDB
IRF2	OGN	1.0	GEREDB
IRF3	LGALS9	1.0	GEREDB
IRF3	CXCL1	1.0	GEREDB
IRF3	PPARG	1.0	GEREDB
IRF4	IL6	1.0	GEREDB
IRF4	DNMT1	-1.0	GEREDB
IRF5	CCL4	1.0	GEREDB
IRF5	PTPN22	1.0	GEREDB
IRF8	TP53	-1.0	GEREDB
IRF9	TNFSF10	1.0	GEREDB
IRX1	SHH	1.0	GEREDB
IRX4	MYH1	1.0	GEREDB
IRX4	SOX2	1.0	GEREDB
ISL1	BHLHE23	1.0	GEREDB
ISL1	NEUROD1	1.0	GEREDB
ISL1	VSX1	1.0	GEREDB
ISL1	PPARA	1.0	GEREDB
ISL1	NKX2-2	-1.0	GEREDB
ISL1	POU4F2	1.0	GEREDB
ISL1	BARX1	1.0	GEREDB
ISL2	EPHB1	-1.0	GEREDB
JARID2	EHMT2	-1.0	GEREDB
JDP2	CCND1	-1.0	GEREDB
JUN	FOSL2	1.0	GEREDB
JUN	PRKCD	1.0	GEREDB
JUN	HLA-A	1.0	GEREDB
JUN	MTHFR	1.0	GEREDB
JUN	CYP7A1	-1.0	GEREDB
JUN	NRL	-1.0	GEREDB
JUN	AANAT	1.0	GEREDB
JUN	IFI16	1.0	GEREDB
JUN	CYBA	1.0	GEREDB
JUN	NPPB	-1.0	GEREDB
JUN	RASA1	1.0	GEREDB
JUN	DSPP	-1.0	GEREDB
JUN	CD69	1.0	GEREDB
JUN	KRT17	1.0	GEREDB
JUN	PDPK1	1.0	GEREDB
JUN	PLAGL1	1.0	GEREDB
JUN	TRPC6	1.0	GEREDB
JUN	CSF1R	1.0	GEREDB
JUN	DEFB103B	1.0	GEREDB
JUN	IL13RA2	1.0	GEREDB
JUN	CAST	1.0	GEREDB
JUN	TPI1	1.0	GEREDB
JUN	ZFP36	1.0	GEREDB
JUN	KCNAB2	1.0	GEREDB
JUN	ITGB1	1.0	GEREDB
JUN	MAFA	-1.0	GEREDB
JUN	MYL2	1.0	GEREDB
JUN	CCL20	1.0	GEREDB
JUNB	GATA3	1.0	GEREDB
JUNB	RUNX2	1.0	GEREDB
JUNB	PRL	1.0	GEREDB
JUNB	MYL2	1.0	GEREDB
JUNB	ZFP36	1.0	GEREDB
JUNB	ALB	-1.0	GEREDB
JUNB	APOC3	-1.0	GEREDB
JUND	LYPD3	1.0	GEREDB
JUND	APOC3	-1.0	GEREDB
JUND	LORICRIN	1.0	GEREDB
KAT5	SRF	1.0	GEREDB
KAT5	SOX5	1.0	GEREDB
KAT5	PGR	1.0	GEREDB
KAT5	SOD2	-1.0	GEREDB
KAT6A	RUNX1	1.0	GEREDB
KAT6A	GSTP1	1.0	GEREDB
KDM5B	FOXG1	1.0	GEREDB
KDM5B	SMAD7	-1.0	GEREDB
KLF1	SPTB	1.0	GEREDB
KLF1	ANK2	1.0	GEREDB
KLF1	SLC4A1	1.0	GEREDB
KLF10	HAMP	1.0	GEREDB
KLF11	SP1	-1.0	GEREDB
KLF11	TIE1	1.0	GEREDB
KLF11	SMAD3	1.0	GEREDB
KLF12	TBXT	-1.0	GEREDB
KLF12	WNT11	-1.0	GEREDB
KLF13	SMAD7	-1.0	GEREDB
KLF15	CMKLR2	1.0	GEREDB
KLF15	PPARGC1A	1.0	GEREDB
KLF15	RARRES2	1.0	GEREDB
KLF15	PCK2	1.0	GEREDB
KLF2	NQO1	1.0	GEREDB
KLF2	SELE	-1.0	GEREDB
KLF2	THBS1	-1.0	GEREDB
KLF2	F3	-1.0	GEREDB
KLF2	NFE2L2	1.0	GEREDB
KLF2	TGFB1	-1.0	GEREDB
KLF2	IFNG	-1.0	GEREDB
KLF2	ACE	1.0	GEREDB
KLF2	HMOX1	1.0	GEREDB
KLF2	KDR	1.0	GEREDB
KLF2	ADM	1.0	GEREDB
KLF2	IL4	-1.0	GEREDB
KLF2	SERPINH1	1.0	GEREDB
KLF4	SPRR2A	1.0	GEREDB
KLF4	NOS2	1.0	GEREDB
KLF4	HSP90AA1	1.0	GEREDB
KLF4	SPRR1A	1.0	GEREDB
KLF4	MAPK7	1.0	GEREDB
KLF4	AQP3	1.0	GEREDB
KLF4	SOX2	1.0	GEREDB
KLF4	POU5F1	1.0	GEREDB
KLF5	ICAM1	1.0	GEREDB
KLF5	F3	1.0	GEREDB
KLF6	PCNA	-1.0	GEREDB
KLF6	BCL2L1	-1.0	GEREDB
KLF6	VEGFA	1.0	GEREDB
KLF6	ALB	1.0	GEREDB
KLF7	INS	-1.0	GEREDB
KLF7	HK2	-1.0	GEREDB
KLF7	FABP7	1.0	GEREDB
KLF9	EEF1A1	1.0	GEREDB
KMT2A	MLLT1	1.0	GEREDB
KMT2A	MEIS1	1.0	GEREDB
KMT2A	GATA3	1.0	GEREDB
KMT2A	HIF1A	1.0	GEREDB
KMT2D	HBB	1.0	GEREDB
LBX1	SST	1.0	GEREDB
LEF1	MYB	1.0	GEREDB
LEF1	AXIN1	-1.0	GEREDB
LEF1	IL5	-1.0	GEREDB
LEF1	SOX3	1.0	GEREDB
LEF1	SP1	1.0	GEREDB
LHX1	RELN	1.0	GEREDB
LHX1	CHRD	1.0	GEREDB
LHX1	NPY	1.0	GEREDB
PAX6	LHX2	1.0	GEREDB
LHX2	PAX6	1.0	GEREDB;Pavlidis2021
LHX2	SIX6	1.0	GEREDB
LHX2	PLAAT4	1.0	GEREDB
LHX8	GSC	1.0	GEREDB
LHX8	LHX6	1.0	GEREDB
LHX8	MSX1	1.0	GEREDB
LHX8	MSX2	1.0	GEREDB
LHX8	BMP4	1.0	GEREDB
LITAF	CXCL12	1.0	GEREDB
LITAF	CCL2	-1.0	GEREDB
LMX1B	COL3A1	1.0	GEREDB
LMX1B	COL4A3	1.0	GEREDB
MAF	IL13	1.0	GEREDB
MAF	CD8A	1.0	GEREDB
MAF	COL2A1	1.0	GEREDB
MAFB	NFATC1	-1.0	GEREDB
MAFB	OSCAR	-1.0	GEREDB
MAFB	HOXB3	1.0	GEREDB
MAFB	HOXA3	1.0	GEREDB
MAFB	HOXB1	1.0	GEREDB
MAFB	CD5L	1.0	GEREDB
MAFB	MMP12	1.0	GEREDB
MAFG	NFE2L1	-1.0	GEREDB
MAX	MLXIPL	1.0	GEREDB
MAX	CHI3L1	1.0	GEREDB
MAZ	TAL1	1.0	GEREDB
MAZ	PROX1	1.0	GEREDB
MBD1	SNRPN	-1.0	GEREDB
MECOM	FOS	1.0	GEREDB;NTNU.Curated
MECOM	MAP2	1.0	GEREDB
MECOM	SERPINE1	-1.0	GEREDB;NTNU.Curated
MEF2A	TPM1	1.0	GEREDB
MEF2A	NOS3	1.0	GEREDB
MEF2A	COL1A1	1.0	GEREDB
MEF2A	ATP2A2	1.0	GEREDB
MEF2A	PCNA	1.0	GEREDB
MEF2A	SYNGAP1	1.0	GEREDB
MEF2A	MYL11	1.0	GEREDB
MEF2B	NOX1	1.0	GEREDB
MEF2C	HAND2	1.0	GEREDB
MEF2C	DLX5	1.0	GEREDB;Pavlidis2021
MEF2C	DLX6	1.0	GEREDB;Pavlidis2021
MEF2C	SIX4	1.0	GEREDB
MEF2C	VGLL2	-1.0	GEREDB
MEF2C	ADSS1	1.0	GEREDB
MEF2C	MYH6	1.0	GEREDB
MEF2C	HJV	1.0	GEREDB
MEF2D	EP300	1.0	GEREDB
MEIS1	MYB	1.0	GEREDB
MEIS1	ASCL1	1.0	GEREDB
MEIS1	HIF1A	1.0	GEREDB
MEIS2	PAX6	1.0	GEREDB;Pavlidis2021
MEIS3	SHH	1.0	GEREDB
MEOX1	FOXC1	-1.0	GEREDB
MEOX1	FOXC2	-1.0	GEREDB
MEOX1	GLI1	1.0	GEREDB
MEOX2	BCL2	-1.0	GEREDB
MEOX2	BAX	1.0	GEREDB
MESP2	NOTCH1	-1.0	GEREDB
MESP2	PCDH8	1.0	GEREDB
MESP2	DLL1	-1.0	GEREDB
MESP2	UNCX	-1.0	GEREDB
MESP2	PAX3	1.0	GEREDB
MITF	EDNRB	1.0	GEREDB
MITF	MYL1	1.0	GEREDB
MITF	SDC1	-1.0	GEREDB
MITF	PTGDS	1.0	GEREDB
MITF	SLC45A2	1.0	GEREDB
MITF	BAD	1.0	GEREDB
MITF	NDST2	-1.0	GEREDB
MITF	SMAD3	-1.0	GEREDB
MITF	MKI67	-1.0	GEREDB
MIXL1	TBXT	1.0	GEREDB
MIXL1	HBA2	1.0	GEREDB
MLXIPL	CREBBP	1.0	GEREDB
MLXIPL	PPARG	1.0	GEREDB
MSX1	CALD1	-1.0	GEREDB;NTNU.Curated
MSX1	VDR	-1.0	GEREDB
MSX1	RUNX2	-1.0	GEREDB
MSX1	CDKN2D	1.0	GEREDB
MSX1	PTCH1	1.0	GEREDB
MSX1	SDC1	1.0	GEREDB
MSX1	WNT1	1.0	GEREDB
MSX1	CDH2	1.0	GEREDB
MSX2	DLX5	-1.0	GEREDB
MSX2	CCND1	1.0	GEREDB
MSX2	MSX1	1.0	GEREDB
MSX2	TGFB3	1.0	GEREDB
MSX2	CALD1	-1.0	GEREDB;NTNU.Curated
MSX2	TGFB2	1.0	GEREDB
MSX2	ATOH7	-1.0	GEREDB
MSX2	PITX2	-1.0	GEREDB
MSX2	IHH	1.0	GEREDB
MSX2	WDR5	-1.0	GEREDB
MSX2	COL2A1	-1.0	GEREDB
MSX2	COL10A1	1.0	GEREDB
MSX2	LAMA3	1.0	GEREDB
MSX2	COL1A1	-1.0	GEREDB
MSX2	MYOD1	-1.0	GEREDB
MSX2	POU4F2	-1.0	GEREDB
MTA1	HIF1A	1.0	GEREDB
MTA1	GNAI2	1.0	GEREDB
MTF1	NDRG1	1.0	GEREDB
MTF1	HAMP	1.0	GEREDB
MYB	CD8A	1.0	GEREDB
MYB	KIT	1.0	GEREDB
MYB	VDR	1.0	GEREDB
MYB	IGFBP3	1.0	GEREDB
MYB	SLAMF6	1.0	GEREDB
MYB	SFTPA1	1.0	GEREDB
MYB	GBX2	1.0	GEREDB
MYB	B2M	1.0	GEREDB
MYB	BCL2L1	1.0	GEREDB
MYB	IGLL1	1.0	GEREDB
MYB	PAX6	1.0	GEREDB
MYB	PLOD2	1.0	GEREDB
MYB	IGF2	1.0	GEREDB
MYB	HHEX	1.0	GEREDB
MYB	SLAMF1	1.0	GEREDB
MYB	VIM	1.0	GEREDB
MYB	TP53	1.0	GEREDB
MYB	CISH	1.0	GEREDB
MYBL2	TP53	1.0	GEREDB
MYBL2	HSPA1A	1.0	GEREDB
MYBL2	COL5A2	-1.0	GEREDB
MYBL2	ANPEP	1.0	GEREDB
MYBL2	POU5F1	1.0	GEREDB
MYC	CYP2C9	1.0	GEREDB
MYC	MT1F	-1.0	GEREDB
MYC	CDH2	-1.0	GEREDB
MYC	FAS	1.0	GEREDB
MYC	VCAM1	1.0	GEREDB
MYC	G6PC1	1.0	GEREDB
MYC	ATM	1.0	GEREDB
MYC	CCND3	1.0	GEREDB
MYC	DHFR	1.0	GEREDB
MYC	VAV1	1.0	GEREDB
MYC	CDC25B	1.0	GEREDB
MYC	PLAUR	1.0	GEREDB
MYC	KIT	1.0	GEREDB
MYC	CALCA	1.0	GEREDB
MYC	CDC73	1.0	GEREDB
MYC	FOXO4	1.0	GEREDB
MYC	XRCC5	-1.0	GEREDB
MYC	CHI3L1	1.0	GEREDB
MYC	FGF3	1.0	GEREDB
MYC	PMS2	-1.0	GEREDB
MYC	RPS10	1.0	GEREDB
MYC	B2M	1.0	GEREDB
MYC	BUB1B	1.0	GEREDB
MYC	CAST	-1.0	GEREDB
MYC	ABCB1	1.0	GEREDB
MYC	NDUFAF2	1.0	GEREDB
MYC	EZR	1.0	GEREDB
MYC	RPS6KA6	1.0	GEREDB
MYC	MAD2L1	1.0	GEREDB
MYC	SGK1	1.0	GEREDB
MYC	HMGA1	1.0	GEREDB
MYCL	KCNQ4	-1.0	GEREDB
MYCN	IGF1R	1.0	GEREDB
MYCN	IL6	-1.0	GEREDB
MYCN	MMP2	1.0	GEREDB
MYCN	FASLG	1.0	GEREDB
MYCN	TP73	1.0	GEREDB
MYCN	CASP9	1.0	GEREDB
MYCN	MIR17HG	1.0	GEREDB
MYCN	TH	1.0	GEREDB
MYCN	TGFB2	1.0	GEREDB
MYCN	BIRC7	1.0	GEREDB
MYCN	NTRK2	1.0	GEREDB
MYCN	RARB	1.0	GEREDB
MYF5	MYCL	1.0	GEREDB
MYF5	IGFBP5	1.0	GEREDB
MYF5	RUNX1	1.0	GEREDB
MYF5	CDH15	1.0	GEREDB
MYF5	VGLL3	1.0	GEREDB
MYF6	TP73	1.0	GEREDB
MYF6	CDKN1A	-1.0	GEREDB
MYOD1	DLL1	1.0	GEREDB
MYOD1	MEF2C	1.0	GEREDB
MYOD1	MYCL	1.0	GEREDB
MYOD1	TP73	1.0	GEREDB
MYOD1	RUNX1	1.0	GEREDB
MYOD1	IGFBP5	1.0	GEREDB
MYOD1	VGLL2	-1.0	GEREDB
MYOD1	ARNT	1.0	GEREDB
MYOD1	RECK	-1.0	GEREDB
MYOD1	RBM38	1.0	GEREDB
MYOD1	ACSL5	1.0	GEREDB
MYOD1	SGCG	1.0	GEREDB
MYOD1	INPP5K	1.0	GEREDB
MYOG	SCN5A	1.0	GEREDB
MYOG	VGLL2	-1.0	GEREDB
MYOG	TPM2	1.0	GEREDB
MYOG	SLC2A3	-1.0	GEREDB
MYOG	TRIM63	1.0	GEREDB
MYOG	HJV	1.0	GEREDB
MYOG	FBXO32	1.0	GEREDB
MYT1	NEUROG3	1.0	GEREDB
NEUROG3	MYT1	1.0	GEREDB
MYT1	GCG	1.0	GEREDB
NANOG	CXCR4	1.0	GEREDB
NCOA1	HNF1A	1.0	GEREDB
NCOA1	TP53	1.0	GEREDB
NCOA1	KLF10	1.0	GEREDB
NCOA1	CSF1	1.0	GEREDB
NCOA1	LTF	1.0	GEREDB
NCOA2	GRIA2	1.0	GEREDB
NCOA2	HNF1A	1.0	GEREDB
NCOA2	SFTPA1	1.0	GEREDB
NCOA2	COL2A1	1.0	GEREDB
NCOA2	CD38	1.0	GEREDB
NCOA2	FGB	1.0	GEREDB
NCOA2	G6PC1	1.0	GEREDB
NCOA2	UCP3	1.0	GEREDB
NCOA3	IGF1R	1.0	GEREDB
NCOA3	VDR	1.0	GEREDB
NCOA3	IL6	1.0	GEREDB
NCOA3	NR1I3	1.0	GEREDB
NCOA3	JUN	1.0	GEREDB
NCOA3	NFE2L2	1.0	GEREDB
NCOA3	LTF	1.0	GEREDB
NCOR1	PGR	1.0	GEREDB
NCOR1	FOLR1	-1.0	GEREDB
NCOR2	LPL	-1.0	GEREDB
NCOR2	NR2F1	-1.0	GEREDB
NCOR2	GSTA2	-1.0	GEREDB
NCOR2	ABCA1	1.0	GEREDB
NCOR2	FOLR1	-1.0	GEREDB
NCOR2	LEP	1.0	GEREDB
NCOR2	JARID2	-1.0	GEREDB
NEUROD1	PITX1	1.0	GEREDB
NEUROD1	OMP	-1.0	GEREDB
NEUROD1	PDYN	1.0	GEREDB
NEUROD1	GNAL	-1.0	GEREDB
NEUROD1	DLL1	1.0	GEREDB
NEUROD1	THRB	1.0	GEREDB;Pavlidis2021
NEUROD1	GAL	1.0	GEREDB
NEUROD2	INS	1.0	GEREDB
NEUROD2	GAL	1.0	GEREDB
NEUROD2	PDYN	1.0	GEREDB
NEUROD2	ZEB1	1.0	GEREDB
NEUROD6	PDYN	1.0	GEREDB
NEUROD6	KIF5B	1.0	GEREDB
NEUROD6	GAL	1.0	GEREDB
NEUROG1	NEUROD1	1.0	GEREDB
NEUROG1	BTBD6	1.0	GEREDB
NEUROG1	NEUROG2	1.0	GEREDB
NEUROG1	TH	1.0	GEREDB
NEUROG1	PROK2	1.0	GEREDB
NEUROG1	CHRD	-1.0	GEREDB
NEUROG1	VSX2	-1.0	GEREDB
NEUROG2	NEUROD4	1.0	GEREDB
NEUROG3	CPA1	1.0	GEREDB
NEUROG3	PAX6	1.0	GEREDB
NFAT5	HSPA1A	1.0	GEREDB
NFAT5	REL	1.0	GEREDB
NFAT5	SLC14A1	1.0	GEREDB
NFAT5	HSPA2	1.0	GEREDB
NFAT5	PNPLA6	1.0	GEREDB
NFAT5	COL2A1	1.0	GEREDB
NFATC1	MAPK9	1.0	GEREDB
NFATC1	RCAN1	1.0	GEREDB
NFATC1	MAPK3	1.0	GEREDB
NFATC1	MAP2K1	1.0	GEREDB
NFATC1	COL1A1	1.0	GEREDB
NFATC1	MYOG	1.0	GEREDB
NFATC1	B3GAT3	-1.0	GEREDB
NFATC1	PDPN	1.0	GEREDB
NFATC1	F2R	1.0	GEREDB
NFATC1	LTBP3	1.0	GEREDB
NFATC1	PPARGC1A	1.0	GEREDB
NFATC1	SELPLG	-1.0	GEREDB
NFATC1	MAPK8	1.0	GEREDB
NFATC2	PLA2G2A	1.0	GEREDB
NFATC2	ENTPD2	1.0	GEREDB
NFATC2	S100A3	1.0	GEREDB
NFATC3	KCNB1	-1.0	GEREDB
NFATC3	IL5	1.0	GEREDB
NFATC3	KCNC1	-1.0	GEREDB
NFATC3	IFNG	1.0	GEREDB
NFATC4	ADSS1	1.0	GEREDB
NFATC4	LCN2	-1.0	GEREDB
NFATC4	MYOZ2	1.0	GEREDB;Pavlidis2021
NFE2L2	SLPI	1.0	GEREDB
NFE2L2	OSGIN1	1.0	GEREDB
NFE2L2	NR3C1	1.0	GEREDB
NFE2L2	FOXO3	1.0	GEREDB
